id,release_date,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,age,genre,topic
287,1972,0.000869077,0.002101963,0.724904468,0.001855036,0.000180794,0,0.022992683,0.015957562,0.01003153,0.008955953,0,0.166391082,0.000487488,0.001666215,0.055943389,0.020394399,0.39214896,0.419039913,0.956444685,0,0.094813684,10.20189757,0.685714286,4,7
288,1973,0.00105066,0.001765291,0.628856189,0.002514121,0,0.000753262,0.02219259,0,0.020528016,2.140863893,0.002032097,0.13900832,0,0.001312569,0.001438046,0,0.424503886,0.6884263,0.17977218,0.291012984,0.342112181,53.56368424,,3,7
289,1960,0.001157883,0.002200712,0.13690729,0,0,0.002808618,0.54160256,1.590657557,0.007180222,0.359068437,0.001508846,0,0,0.002648896,0.344142127,0.231911154,0.534571494,0.499243185,0.659681031,0.000517593,0.306860311,18.0123513,0.857142857,4,5
290,1990,0.072735203,0.002937307,0.001154465,0.074320223,0.002857117,0,0.84078175,0.015527069,5.236304501,0.041536971,0.003482218,,0.001976703,0.105870048,0.001073693,0,0.614912526,0.832563107,0.003892287,0.000592595,0.818635602,74.89850421,0.428571429,6,3
291,1983,0.000285416,0.000653026,0.003411361,,0,0.000729317,0,1.535379217,2.882234792,0.313543599,0.000316192,0.022944078,0.04704431,0.002974588,0.051566721,0.040942172,0.498209295,0.725375735,0.196778504,0,0.286283126,82.6794742,0.528571429,6,3
292,2008,0,0.327226792,0.10088762,0.019943229,0.009700197,0.002095639,0.318113216,3.92013411,0.152250112,0.036631972,0,0.001213974,0.00018369,0.001162776,0.021981031,0,0.349938412,0.786239722,0.001963769,0.016544238,0.151500255,88.82814979,0.171428571,6,6
293,1971,0.001279994,0.000170026,0.439479606,0.061936055,0.000495509,0,0.012825471,0,0.014332246,0.519473183,0.003392843,0.028021803,0.001373317,0.076458149,,0.002396623,0.374792061,0.483593618,0.871839411,0,0.074982925,14.46081759,0.7,4,7
294,1961,,0.001810688,0.000135038,0.072028396,0.002598616,,0.011336851,0.039155118,4.849382311,0.020823734,0.285884609,0.00238711,0.001764064,0,0.002136036,0,0.529637242,0.683346371,0.280097947,0.001314868,0.876426095,85.45450324,0.842857143,4,3
295,1975,0.003479249,0,0.171455044,0.204422917,0.000579763,0,0.00627298,0.514611805,0.820041725,0,0.000500182,0,0.001227537,0,0,0.426823959,0.516104764,0.627184587,0.325304906,0.000119095,,49.25974673,0.642857143,3,0
296,1996,0.1426868,0.001995644,0.387442074,0.002142413,0.00114119,0.075317544,0.859768813,0.032820202,2.114796569,0.023135207,0.000595155,0.000557939,0.001139415,0.00378066,0.002968402,0.001400906,0.449537212,0.593638351,0.323798458,0.326011007,0.429491579,26.12513745,0.342857143,4,7
297,1990,0,0,,0.001393463,0.000166959,0,0.00447443,3.230847327,0,6.215427344,0,0.000831598,0,0.000999502,0.000348517,0.002765265,,0.586165366,0.004508444,0.823748798,0.85770499,80.04065538,0.428571429,0,1
298,1963,0.024763459,0.059375816,0.003431323,0.001391983,0.018357551,0,0.010650226,0.017368875,5.232828295,0.313176825,0,0,0.078301289,0.001385691,0.098336712,0.068183847,0.66040912,0.639081339,0.73118666,0.001877297,0.969952599,54.7941263,0.814285714,1,3
299,1971,,0.004689849,0.000599472,0.071362298,0.000583163,0.003295154,,0.041519836,0.01603429,4.5731849,0.005202116,0.001372314,0.000878847,0.105214476,0.195554286,0.001106735,0.374193825,0.740201025,,0,0.353315154,67.66942235,0.7,4,1
300,1999,0.000657904,0.003310802,0.000980434,0.129394221,0,0.003597657,0.00666431,1.150493742,0.010158448,0.017947987,0.001811516,0.002247023,0.002839173,0.001960033,0.538693393,0.00183435,0.436441511,0.632428643,0.23534855,0.00796639,0.530003679,58.14062731,0.3,1,5
301,1973,0.001565813,0.001871706,0.004363544,0.311907806,0.001576058,0.062974731,0.522397062,3.926020061,,0.043510976,0.001951707,0.003170401,0.002148144,0.00272589,0.002893138,0.040035865,0.33425417,0.559448872,0.757075701,0.007721891,0.464940685,36.62041786,0.671428571,6,
302,1995,0.001875056,0.002039557,0.574165605,0.066482528,0,0.001729925,0.02823406,,1.120738575,0.0355459,0.000829056,0,6.48E-05,0.000309747,0.000151319,0.002620163,0.679490227,0.608083897,0.042512447,0.891222675,0.245262672,46.57896787,0.357142857,3,7
303,2015,0,0.003081832,0.001632263,0.000137539,0.000624331,0.002141855,0.026402091,0.011933378,0.028204472,0.557751547,0.002720215,0.283134623,,0.000565914,0.531088255,7.75E-05,0.692363947,0.732579543,0.074218906,0.011591375,0.430800639,57.01925818,,6,5
304,1974,0.000557003,0.002039427,0.107832569,0.467889478,0.002800897,0.088900817,0.532483419,0.00967551,0,0.000488733,0.0012685,0.111107877,0.03759253,0.000392929,7.66E-05,0.057977478,0.656388936,0.712579415,0.492549255,0,0.460330189,72.83841513,0.657142857,4,2
305,1974,1.23E-05,0.000137726,0.051081054,0.08135501,,0.00176535,0.13984234,2.622429816,0,0.55991893,0.056535271,0.091331823,0.025752637,0.000393062,0.324146903,0.001041849,0.57226522,0.655006867,0.647529192,0.023503615,0.735580095,64.16055123,0.657142857,1,5
306,2016,0.069170757,0.002009874,0.083373795,0.334142949,0.035302058,0.001587712,0.008974548,2.012499075,0,0,0.065500239,0.001278836,0.060790991,0.064845053,,0.043191699,0.598793835,0.76927589,0.223358846,0,0.364794775,58.21640354,0.057142857,0,2
307,1985,0.001503166,0.372349079,0.197903739,0.001382948,0.001202136,0.002504928,1.385338249,0.038968003,0.013075065,0.011772853,0,8.36E-06,0.117820112,0,0.151629279,0.001604938,0.368284016,0.818068165,0.373536204,0,0.530502114,88.5700654,0.5,0,6
308,2013,,0.097554919,,0.086965741,0,0,0.009230378,1.278884215,0.045061066,1.226416526,0.001400756,0.000318943,0.070125466,0.000813709,,0.000878898,0.484178446,0.77029086,0.002774381,0.006648676,0.757595243,80.88866031,0.1,5,5
309,1963,0.03861112,0.000939401,0.113676199,0,0.000248041,0.001635058,1.798831608,0.026197512,0.012144604,1.446192583,0.12014531,0.003754851,0.033424575,0.028780469,0,0.28248695,0.595149405,0.624046104,0.848600417,0.916123006,0.916156735,38.1197401,0.814285714,1,0
310,1965,0.003572348,0.002969521,0.35744708,0.001416145,0.002772684,0.005351385,1.18574008,0.057377496,0.014932005,0.025718325,0.129588912,0.137674627,0.047263284,0.147258198,0.002003835,0.001138687,0.518797254,0.624411313,0.713228121,0.000909487,0.412348805,14.78757157,0.785714286,1,7
311,2018,0.001583185,0.145050668,0,0.00080056,0.177584033,0.001329568,0,0.010143213,0.01965155,0.012439299,0,0.001569643,0,0.241823961,0.323822125,0.049587946,0.300842558,0.441874494,0.99693076,0.901032704,0.039946289,9.099345446,0.028571429,3,5
312,1967,0,0.000586059,0.442414353,0.000677089,0,0.059697353,0.011240146,0.022794729,0,0.02938525,0.001201623,0,,0.001354398,0.39476549,0.073907122,0.560938239,0.593528543,0.589806679,0,0.652952569,43.27492842,0.757142857,4,7
313,1986,0,0.235514153,0.003284649,0.090616852,0.000854847,0.001948481,0.001255224,0.020295279,0,3.986395574,0,0.000924179,0.159702783,0,0.072415381,0.000633999,0.731709532,0.599624035,0.056233317,0.002966545,0.935273238,71.43019078,0.485714286,5,1
314,2016,,0.075606037,0.075712207,0.001038056,0.000612696,0.119315133,0.193298402,0.019524743,0.456301475,0.142287847,0.002863278,8.84E-05,0.096637434,0.001746334,0.311759662,0.20523345,0.620044156,0.784337313,0.385195724,0.001664512,0.500622094,78.61754618,0.057142857,5,5
315,1959,0.000893921,0.003097635,0.561339815,0.141820919,0.002365859,0.004107786,,0.889413923,0.02343506,0,0.003212511,0.001458027,0.002453691,0.072501145,0.002642075,0.001335817,0.288594708,0.461544399,0.912621381,0,0.144772575,12.05313818,0.871428571,0,7
316,2009,0.012316164,0,0.053059801,,0.002441144,0.020282901,0.234377462,2.043428428,1.723160448,0.028401891,0.001255007,0.043924467,0.001566353,0.129597313,0.287046742,0.001186498,0.69807256,0.708216842,0.098822845,0.000653923,0.974884561,83.87270762,0.157142857,1,5
317,2014,,0.00392241,0.202296207,0.003151212,0.002016346,0.003953968,0.041708237,0.034440303,0.032271736,3.26865467,0.289561817,0.003805492,,0.002125616,0.00300539,0.000765257,0.541923002,0.781767082,0.460132039,0,0.664878731,58.24196434,0.085714286,6,1
318,2009,0.001846742,0.323931694,0.09460763,0.002301046,0.000980409,0.035508559,0.253715122,0.039931798,0.007637684,0.003954808,0.481410276,0.000175778,0,0,0.001643372,0.001897506,0.257265706,0.772911201,0.258947526,0,0.475041519,87.08866294,0.157142857,3,6
319,,0.001498991,0.549704174,0.032944597,0.062528554,,0.089141102,0.005295901,0.010636568,1.033662661,0.737705419,0.002801576,0.021027813,0.032256604,0.002431084,3.41E-05,0,,0.797694715,0.092896978,0.001040655,0.612326453,90.37173807,0.042857143,0,6
320,1968,0.001445263,0.003170646,0.003687792,0.082953134,0,0.032934696,0.23508887,3.601976087,0.00859787,3.310370716,0.100235986,8.88E-05,0.001701709,0.001054161,,0.000608279,0.575796188,0.592016484,0.764100668,0.001586305,0.875868642,39.85023346,0.742857143,1,1
321,1992,0.000344118,0.001331225,0.296594199,0.112727392,0.002144061,0.001719364,0.018200497,0.026494085,0,0.008631793,0,0.002392897,0.001288193,0.000767503,0.320622646,8.88E-05,0.586516189,0.620236744,0.013413224,0.002212194,0.520776348,66.18152706,0.4,4,5
322,2018,0.00250146,0.003484403,0.325517976,0.045236262,0.001117236,0.006715077,0.02093245,0.018172416,0.036887984,0.037133658,0.001624022,0.230605453,0.085816581,0.00254931,0.194062972,0.002313122,0.374050663,0.794815668,0.002987498,0.055459523,0.380428194,,0.028571429,0,7
323,1969,0.000761562,0.073630821,0.000877921,0.062212659,0.001270112,0.00158659,1.789352564,2.091689118,0.221825023,4.403751609,0.00128723,0.000609836,0.001127852,0.001413694,0.000773492,0,0.732182929,,0.240388708,0.002187989,0.847055357,52.21693384,0.728571429,4,1
324,2009,0,0.003752647,0.038020365,0.325176351,0.001848256,0.002384443,0.010415817,0,0.758930864,0.003261115,0.057395523,0.040348716,0.000459128,8.63E-05,0.000320175,0.221886119,0.742099812,0.761711768,0.094615293,0,0.578479829,73.50778272,0.157142857,4,2
325,1982,0.000984811,0.000675029,0.699852792,0.062292601,6.56E-05,0.004983166,0.014903004,0.019203791,,0.033024421,0.001214647,0.000818344,,0.001803433,0.001801324,0.003161412,0.383447624,0.756911835,0.036857162,0.000929628,0.21696342,94.00220057,0.542857143,6,7
326,1982,0.146471299,7.33E-05,0.159986236,0,0.000171638,0.001845393,0.007217734,0.382055695,0.006062928,4.314927049,0.156529202,,0.002420215,0,0.000342515,0.000966915,0.581763425,0.538213001,0.278324096,0.000501033,0.208635801,24.39549245,0.542857143,1,1
327,2006,0.001407664,0.030315694,0.129009305,0.002400154,0.021099562,0.001035067,0,0.740562894,,3.241511577,0.18470162,0.089860445,0.000317421,9.66E-05,0.052356335,0,0.727383338,0.647966881,0.00461343,0.848753388,0.570739807,51.90832612,0.2,5,1
328,1982,0.002636155,,0.002734782,0.003473255,0.000604509,0.002280149,7.443580196,1.919697498,0.01030366,0.024003625,0.001159087,0,0,0.000477049,0.000257755,0.028684972,0.730435004,0.651081247,0.050261623,0.001321904,0.752870331,50.66431738,0.542857143,5,4
329,2003,0.004226761,0.328155032,0.281634469,0.158879273,0.055409526,0.003277906,0.031030706,0.037866317,0.023646168,0.042382135,0.002522336,0.000762525,0.131969133,0.003134647,,0,0.364786253,0.86540586,0.00951522,0.000532491,0.470772032,97.22281882,0.242857143,6,6
330,2007,0.033520188,0,0.406918782,0,,0.000782036,0.009672963,2.083753807,0.013091972,0.022079655,0.042171016,0.000199971,0.203321104,0.000524405,0.011329203,0.078800668,0.542842477,0.721833233,,0.000110797,0.482854466,49.8861685,0.185714286,5,7
331,2003,0.002590065,0.003824553,0.002377051,0.003300289,0.002515095,0.059682922,0.02625704,0.037455387,5.779040213,0.029625785,0.247667873,0.000735733,0.002868821,0.002663631,0.000150981,0.002822346,0.627446071,0.788836449,0.012597545,0.000786743,0.660578362,88.78366824,0.242857143,6,3
332,,,0.000474495,0.483210619,0.000796026,0.001077012,0.001835316,0,0.004370951,0.014458307,1.018479709,0.110305075,0.001058718,0.079445483,0.021404096,0.066949123,0.067650926,0.411039033,0.407090503,0.528055208,,0.239341785,7.629840102,0.585714286,6,
333,,0.002717798,0.003843688,0.042432033,0.033935755,0.002045819,0.000695865,0.005562475,0.9002319,6.885421196,0.013489769,0.002693995,0.058738915,0.021760067,0,0.002810504,0.001185688,0.273787041,0.754160853,0.006191607,0.551644416,0.726324861,90.19593356,0.314285714,0,3
334,1997,0.324193369,0.001167825,0.000599358,0.002783885,0.026888868,3.99E-05,,0.011069545,0.020558929,0.014904509,0,0,,0.002738701,0.369272129,0.094388225,0.356507021,0.73358425,0.494986868,0.001075838,0.145620662,46.43169652,0.328571429,0,5
335,1992,0.011996417,1.35E-05,0,0,0.000156289,,0,2.339187678,3.579821881,0,0.17778773,0.000377723,0,0.060478194,0,0.114430436,0.366676426,0.611211901,0.189521782,0,0.336104439,46.73562289,0.4,0,3
336,1998,0.001290816,0.003138745,0.006308068,0.004709811,,0.002166455,0.016384632,0.047701474,0.026384235,5.598385013,0.005618884,0.374971168,0.002865053,0.003490091,0.002493432,0.000287081,0.488122903,0.640131327,0.864526136,0.033041283,0.574974459,30.29819059,0.314285714,3,1
337,2008,0.00369196,0.552661728,0.077653818,0,0.031402225,0.000657475,0.015761696,0,0.019145483,0.386383861,0.002139178,0.161301313,0.068391067,0,0.036949954,2.12E-05,0.519017584,0.698405078,0.319456248,0.000460763,0.646728888,40.58878008,0.171428571,0,6
338,1962,0.000120646,0.001553607,0.005207529,0.003820362,0.034865181,0.001933156,0.01615329,2.328823062,0.015303394,3.989516179,0.00093738,0.040567978,0.000768968,0.252219724,,0.003641223,0.655107413,0.740583532,0.149560532,0.000472685,0.944799994,62.93157959,0.828571429,4,1
339,2001,0.011376081,0.002473137,0.002296574,0.039054313,0.000725497,0.00119844,0.004811329,0.747030917,4.09885852,0.696127097,0.114894001,0.079822263,0,0,0.068976518,0.000204896,0.904368879,0.734522916,0.266956231,0,0.531981914,74.96888773,0.271428571,4,3
340,,0.028150436,,0,0.000482002,0.145087393,0.001356018,0.0880765,0.718923242,5.780915795,0.332900784,0.000547628,0.001956104,0,0,0.000370097,0.01648238,0.745987064,0.543825136,5.71E-05,0.148507257,0.729650711,48.49921243,0.385714286,5,3
341,1989,0.000532597,0.001460041,0.00179967,0.035417793,0,0.003827105,0,2.8336202,0.004903165,0.029251028,0.081588518,0.000709386,,0.168383911,0.361428267,0.001917553,0.557881194,0.303392039,0.634290943,0.002177559,0.501077918,15.54893625,0.442857143,1,5
342,1956,0.087987966,0.000253034,0.002539698,0.002252941,0.00102903,0.004951334,4.467216909,0.607277207,0.008377627,0.671596703,0.002890644,0.271501318,0.001312204,0.001214762,0.001635765,0.003135173,0.242252711,0.500728512,0.99372394,0.061987516,0.218744659,10.96874116,,3,4
343,,0.043078421,0.003987701,0,0.05541693,0.001504235,0,0.021647317,0.006691402,5.623567525,0.030662096,0.002001554,0.089681293,0.001809345,0.073625344,0.001422849,0.049920743,0.587865406,0.788997634,0.022630847,0.002482518,0.225601009,66.42157832,0.1,4,3
344,,0.074455758,0,0,0.00155846,0.036024497,0.065962459,0.002303564,2.213844004,4.285255886,0.01704499,0.019619654,0.027334891,0,0.024225168,,0.001783189,0.54915891,0.730562429,0.254031485,0.397606547,0.838106374,83.38725436,0.642857143,6,3
345,1971,0.999783759,1,1,1,0.998386431,0.999961262,10,10,9.987338324,10,0.999948324,1,0.998384569,0.997659632,0.999601141,0.999882362,0.999890798,0.999598844,1,0.998060605,0.996680838,100,0.721388385,4,5
346,2004,0.000984041,0.001128578,0.419909864,0,0.001509754,0.002027554,0,4.231153997,0.005812926,0.027494799,0.000490012,0.001397529,0.003894654,0.002279372,0.144810548,0.000349515,,0.634291744,0.862889162,0,0.161835627,26.23467372,0.228571429,3,7
347,1988,0.000771555,0.002526407,0.00128605,0.000334491,0.001417355,0.000532789,0,2.860362715,0,0.011939431,0.001515878,0.024568875,0.009725797,0,0.6319494,0.001529675,0.70502577,0.615707398,0.014705602,0.155084678,0.779783783,69.69169048,,4,5
348,2010,0.076585546,0.046495257,0.04976336,0.042221276,0.069595487,0.001199682,5.870215436,0.957826792,0.004414595,0.007294324,0.001020615,0.000977175,0.001579417,0.001383181,0.001041506,0,0.598016676,,0.204178417,0.001608176,0.351780285,70.95684195,0.142857143,4,4
349,1967,0.003105545,0.000679092,0.542302008,0.002642597,0.002470839,0.003104456,0.019136779,3.031972099,0.027218096,0.014165681,0.004453515,9.66E-05,0.00193592,0.001345874,0.096294018,0.03087945,0.287057859,0.673975317,0.934925578,0,0.149903437,27.66889404,0.757142857,4,7
350,1969,0.026605186,4.86E-05,0.000661722,0.18252175,0.014759227,0,0.575553688,0.002255653,0.001540559,3.140465808,,0.00065813,0.137716994,0.000719979,0.042316536,0.062920624,0.460405126,0.723191395,0.587775861,0.000361798,0.912076525,86.89370417,0.728571429,4,1
351,2014,0.00893239,0.001108614,0.087268914,0,0.02594217,0.00215539,0.561747776,2.251817047,4.710420358,0,0.001151286,0.001678112,0.000440997,0.049934636,,0.033913131,0.923182638,0.814884061,0.099175546,0.000935364,0.345483406,,,4,3
352,1965,0.003875703,0.175303488,0.396366976,0.002387635,0.003587772,0.065549536,0.02549139,0.046167356,0.024693582,0.02628811,0.004758452,0.001660272,0.001031601,0.001830107,0.280153345,0.001411296,0.490101545,0.646600958,0.871670426,0.000379357,0.255157703,16.38915177,0.785714286,1,7
353,1977,0.00070007,0,0.616295204,0.026362316,0.002262102,0.020789564,,0.97878357,0.176466112,0,0.039584316,0.001438609,0.108118515,0,0.001206622,0.053812845,0.79021564,0.629968464,0.290370301,0.002298113,0.82837399,42.83403439,0.614285714,5,7
354,1977,0.000251298,0.412854169,0.001479046,0.000920949,0.00095558,0.029760994,0.020894461,2.12454194,0.020775201,0.283069787,0.001967756,0.054806805,0.106730794,0.001399568,0.016279309,0.000481809,0.766941002,0.673823411,0.564609491,0,0.73527096,48.07910009,0.614285714,1,6
355,1994,0,0.604530641,0,0,0.048201789,,0.141375585,0.678927304,0,0.669878137,0,0.045637748,0.000183378,0.001609308,0.020239932,0.090733174,0.39271944,0.681185161,0.027024265,0.91389072,0.306130902,88.10382004,0.371428571,3,6
356,1999,0.000217041,0.430789007,0.002553853,0.001398743,0.000862261,0.059059492,0.019752177,0.043573317,0.000813026,0.027645334,0.256560348,0.000642979,0.00116367,4.50E-05,0.244352667,0.001363761,0.713786471,0.536890383,0.946009419,0.001144966,0.214431674,12.65765953,,3,6
357,1965,0.002189139,0.034352179,0.518523335,0,0.000923927,0.001711757,0,2.771031911,0.009874718,0.03430624,0.00394675,,5.80E-05,0.020094634,0.000631736,0.03962352,0.626889537,0.645452138,0.866372345,0.002303378,0.679017759,26.17631808,0.785714286,1,7
358,1993,0.001698695,0.004053126,0.191240964,0.003147984,0.000307635,0.000830076,,0,0,0.026022442,0.258682523,0.053033195,,0.038906925,0.426434701,0.001193247,0.550563863,0.545537175,0.338313085,0,0.296711199,26.11053263,0.385714286,1,
359,1964,0.000837897,0.001908579,0.220806791,0.002935226,0.121416882,0.001000167,4.867768046,1.451756665,0.018506796,0.011702748,0,0.000150818,0,7.35E-05,0,0,0.50670248,0.626047982,0.416936672,0.001379645,0.683734803,,0.8,4,4
360,1996,0,0,0.071871279,,0.00056567,0.000340643,2.968988898,1.37689312,0.011264558,0.42094032,0.000854582,,0.093330101,0.061261075,0.192616028,0.000792653,0.520907879,0.623453275,0.33089517,0.000739165,0.152751686,39.60962553,0.342857143,4,4
361,1985,0.020835173,0.098897782,0.093673341,0.038172528,0.00236368,0.198380608,4.709829817,0.019398547,0,0,0.001472986,8.76E-05,9.83E-05,0,0,0.002979035,0.706628706,0.607944986,0.219366856,0,0.894642911,60.46380049,0.5,1,4
362,2009,0.039036542,0.09685658,0.005182869,0.503964865,0.001295759,0.003348102,0.007375651,0.039902295,0.006073818,0.010186513,0.237257918,0.001568443,0.000440859,0.072727041,0.001288474,0.00228465,,0.727852113,0.074575991,0.00622375,0.40577306,81.36961648,0.157142857,0,2
363,2009,0.008666665,0.004143445,0,0,,0,0.004935228,0.026433392,4.734196004,0.6053923,0.102808591,0,0.002076943,0.166528993,0.001118939,0,0.566387693,0.740146645,0.003007027,0.245643741,0.630962859,82.54849639,0.157142857,3,3
364,2010,0.000473607,0.626569217,0,0.000822249,0.000537232,0.000176021,0.015357824,0.005428829,0,0.026649503,0,0.000227127,0.001801062,0,0.344149478,0,0.628963882,0.663703435,0.865288786,0.442560696,0.526835186,53.46157114,0.142857143,3,6
365,1966,0.001831174,0.002099955,0.000361232,0.00050798,0,0.001018049,0.011791777,0.02380386,0,0.005235417,0,0.001207922,0.001190427,0,0,0,0,0.001309621,0,0.000389847,0,0.167050276,0.85850236,2,1
366,2012,0.000233873,0.224315575,0.004191091,0.001709414,0.086315257,0.003170357,0.014786206,0.016339931,1.180572734,0.372697569,0.002475483,0.001652381,0.116091862,0.049114821,0.298910714,0,0.61312858,0.608870843,0.333974276,0,0.583421074,49.47053443,0.114285714,5,5
367,2010,0.000595728,0,0.114926388,0.096757282,0.015943608,0,0.015326795,1.085972281,3.926977972,0.743206453,0.001047256,0.001183695,0,0.003291902,0.000452777,0.072573911,0.742810376,0.693148179,0.561336647,,0.919914784,68.5382402,0.142857143,0,3
368,1959,0,0.001087995,,0.037987024,0.001255338,0.065620444,5.879262727,1.345070007,0.021395791,0.606349109,0,0.001233881,0.002055611,0,0.083362557,0,0.544593776,0.747432889,0.500609014,0.001541601,0.934499118,64.47666889,0.871428571,6,4
369,1975,0.08954203,0.541932793,0,0.000997735,0.000910649,0,1.700864943,0.928144001,0.025003484,0.00654546,0.000574634,0.031400841,0,0.002031252,0.00202865,0.000465076,0.45969868,0.784857058,,0.000868357,0.674115367,95.28814109,0.642857143,6,
370,1974,0.091256521,0,0.028228949,0.00027818,0.005897938,0.000545626,7.048971217,0,0,0.11677225,0,0,0.044883468,0,0.060606013,0.000255284,0.703270168,,0.590075475,,0.528858381,39.1183889,0.657142857,4,4
371,1992,0,0.310588935,0.189812026,0.131673891,0.022647838,0.001370645,0.017254021,,0.022165776,0.032585389,0.002134858,0.154780457,0.049105778,0.00050188,0.071887786,0.023533416,0.157037256,0.775346151,0.069954075,0.008052944,0.133467527,90.66751839,0.4,6,6
372,1993,0.002287729,0.000231013,0.004514672,0.000641346,0.000143187,0.036469161,4.368156789,0.015228594,0.014355415,0.040561277,0.001158205,0.093751143,0.003183792,0.002694341,0.242730011,0.002297436,0.566612551,0.542304592,0.878904417,0.00083569,0.560335947,,0.385714286,4,4
373,1957,0.00366416,0.003289944,0.000629954,0.002998941,0.001429352,0.00384509,3.48099034,2.322210811,0.009906848,3.228263845,0.004087578,0.001225487,0.001399717,0,0.004527469,0.056882012,0.408312645,0.544678546,0.861013881,0.000841417,0.177246351,14.37683752,0.9,0,4
374,1975,0.00239897,0.002564489,0.00211871,0.050370002,0.000540136,0.004113463,1.633102517,,0.038811928,0.003381443,0.002923225,0.002194133,0.002823608,0.001652158,0.590756827,0.058297219,0.54155283,0.674134024,0.020033028,0.000860711,0.878170283,62.23019398,0.642857143,6,5
375,1991,0.00102393,0.234006316,0.003965768,0.042283988,0.002765542,0,0.353621971,0.01093806,0.013707254,0.007965326,0.001552057,0.151157919,0,0.002505837,0.347181355,0.123806743,0.582518759,0.500006262,0.854091223,0,0.080799054,13.40852945,0.414285714,4,5
376,1958,0.001668938,0.001135867,0.003648762,0.001037014,0.001508611,0.006529253,0.02748938,0.024428508,0,0.010564431,0.000678186,0.001803101,0.000747671,0.000417802,0.936166963,0.002253637,0.813440911,0.624723593,0.559140097,,,25.3909487,0.885714286,1,5
377,2016,0.000116946,0.003576055,0.341066065,0,0.079013399,0.035319586,0.003884373,0.008842753,0.004717019,0.416138688,0.186010501,0,0.146135664,0,0.100066442,0.000248627,0.639275443,0.746777063,0.068295801,0,0.557122579,76.75582594,,1,7
378,2019,0.000925783,0.430667603,0.00110205,0.001752565,0.027578015,0.001744545,0.009474885,0.92289748,2.068817618,0,,0.066126852,0.059867852,0.029240235,4.11E-05,0.036109291,0.64796652,0.754668796,0.305165917,9.26E-06,0.434619934,66.34780668,0.014285714,5,6
379,1998,,0.632997123,0.00162788,0.06186205,0.012183981,0.033811573,0.567779624,0.019539589,0.179837598,0.399515547,0.004889112,0.000510589,0.063787948,0.033997471,0.000834593,0,0.322277656,0.776115835,0,0.440802895,0.494976741,93.82661183,0.314285714,6,6
380,1970,0.000508569,0.37390191,0.083015236,0.02684228,0,0.000712028,0.182713789,1.333610321,,0.018013613,0.000610014,0.1397592,0.003125313,0.051987477,0.06512481,0.001089943,0.479851489,0.553447176,0.677964058,0,0.442609652,27.40705115,0.714285714,1,6
381,1977,0.005135081,0.484239076,0.007743007,0.006574777,,0.009762684,0.043199732,0.079035244,0.050409246,,0.007318306,0.005650756,0.005933967,0.005311591,0.377787202,0.007507257,0.666995489,0.533400051,0.748189294,0.262953635,0.334046036,15.8176837,0.614285714,1,6
382,1975,0.000335218,0.415822828,0.00070995,0.071373124,0,0.001268199,0.011504915,,2.990084215,0.37117889,0.002524621,0.021273436,0.016348272,0,0.091384424,0.001409338,0.629151314,0.568330938,0.326715398,0,0.741556946,42.32582853,0.642857143,6,6
383,2011,0.001351219,0.138332711,0.109082976,0.206141963,0,0.004004983,0.022969779,0.004363809,0.004881235,0.017417109,0.002907093,0.001354754,0.079593676,0.003655548,0.419873927,0.001705764,0.3331424,0.717270526,0,0.000439104,,75.76382006,0.128571429,3,5
384,1992,0.0003103,0.001450425,,0,0,2.50E-05,,0.002994199,6.937317108,0.015281311,0.115545731,0.000180293,0.000590469,0,0.028645249,0.040085651,0.333827567,0.819775251,0.019471322,0.000148897,0.642914143,95.6327645,0.4,4,3
385,1975,0,0.234150469,0.322985275,0.022150485,2.95E-05,0.289098162,0.032030301,0.553528292,,0.015484595,0.001177379,0.016549058,0.002125598,0.001594461,0.071383295,0.001998898,0.645842366,0.621159692,0.0772126,2.53E-05,0.676680455,60.4012972,0.642857143,1,7
386,2003,0,,0.599637546,0.000573794,0.000106408,3.83E-05,0.523767578,0.031012095,0.042339436,0.01878465,0.00349733,0.001422452,0.029280818,0.081714345,0.061390043,0.000253529,0.427969358,0.702239459,0.462624792,0,,27.37792731,0.242857143,1,7
387,2013,0.067517305,0.003975676,0.003527645,0.061751711,0,0.002570138,0,1.471241348,0.025020046,4.634086582,0.003051956,,0.001507952,0.001754112,0.152830864,0.001538494,0.489844473,0.481465809,0.809732606,0.001634193,0.326857899,22.12861412,0.1,0,
388,1959,0.001132314,0.003758283,0.003845074,0,0.002126359,0.003513707,2.100002994,2.715867614,0.011539337,0.049086372,0.00304849,0.00232993,0.003001073,0.003874517,0.324205588,0.000808705,0.728590981,0.837793745,0.643441756,0.001546664,0.969019827,72.25586775,0.871428571,4,5
389,1999,0.998762077,1,0.998518366,1,1,1,9.989915251,10,9.981804931,9.970643145,0.999046982,0.999284972,1,1,1,0.998165917,0.998829467,,1,1,0.99928835,99.89059251,0.659871139,4,5
390,1980,0,0.120361451,0.045917231,0.022848432,,,0.727802715,0.98035513,3.857384565,0.018495555,0.125052779,0.029191158,0.001711363,0.074606268,0.000558885,0,0.413049628,0.804485537,0.002391679,,0.529802763,92.84111445,0.571428571,0,
